store_id,city_id,geo_cluster,shipping_costs_mean,shipping_costs_std,lead_time_days_mean,lead_time_days_std,delay_probability_mean,delay_probability_std,delivery_time_deviation_mean,delivery_time_deviation_std,route_risk_level_mean,disruption_likelihood_score_mean,supplier_reliability_score_mean,traffic_congestion_level_mean,weather_condition_severity_mean,warehouse_inventory_level_mean,centroid_lat,centroid_lon,n_records
200,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
201,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
202,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
203,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
204,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
205,12,12,468.29712426005005,313.4930563639458,5.092326805466851,4.439357572039868,0.6991098164855305,0.33403184075173004,5.233139281964294,4.127977175312359,7.041959688351184,0.8200456488234631,0.5004479400052437,5.070171649362107,0.493593835615175,298.4683022163926,38.82857154591898,-80.67349531762906,1248
206,12,12,468.29712426005005,313.4930563639458,5.092326805466851,4.439357572039868,0.6991098164855305,0.33403184075173004,5.233139281964294,4.127977175312359,7.041959688351184,0.8200456488234631,0.5004479400052437,5.070171649362107,0.493593835615175,298.4683022163926,38.82857154591898,-80.67349531762906,1248
207,12,12,468.29712426005005,313.4930563639458,5.092326805466851,4.439357572039868,0.6991098164855305,0.33403184075173004,5.233139281964294,4.127977175312359,7.041959688351184,0.8200456488234631,0.5004479400052437,5.070171649362107,0.493593835615175,298.4683022163926,38.82857154591898,-80.67349531762906,1248
208,12,12,468.29712426005005,313.4930563639458,5.092326805466851,4.439357572039868,0.6991098164855305,0.33403184075173004,5.233139281964294,4.127977175312359,7.041959688351184,0.8200456488234631,0.5004479400052437,5.070171649362107,0.493593835615175,298.4683022163926,38.82857154591898,-80.67349531762906,1248
209,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
210,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
211,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
212,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
213,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
214,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
215,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
216,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
217,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
218,12,12,468.29712426005005,313.4930563639458,5.092326805466851,4.439357572039868,0.6991098164855305,0.33403184075173004,5.233139281964294,4.127977175312359,7.041959688351184,0.8200456488234631,0.5004479400052437,5.070171649362107,0.493593835615175,298.4683022163926,38.82857154591898,-80.67349531762906,1248
219,12,12,468.29712426005005,313.4930563639458,5.092326805466851,4.439357572039868,0.6991098164855305,0.33403184075173004,5.233139281964294,4.127977175312359,7.041959688351184,0.8200456488234631,0.5004479400052437,5.070171649362107,0.493593835615175,298.4683022163926,38.82857154591898,-80.67349531762906,1248
220,12,12,468.29712426005005,313.4930563639458,5.092326805466851,4.439357572039868,0.6991098164855305,0.33403184075173004,5.233139281964294,4.127977175312359,7.041959688351184,0.8200456488234631,0.5004479400052437,5.070171649362107,0.493593835615175,298.4683022163926,38.82857154591898,-80.67349531762906,1248
221,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
222,12,12,468.29712426005005,313.4930563639458,5.092326805466851,4.439357572039868,0.6991098164855305,0.33403184075173004,5.233139281964294,4.127977175312359,7.041959688351184,0.8200456488234631,0.5004479400052437,5.070171649362107,0.493593835615175,298.4683022163926,38.82857154591898,-80.67349531762906,1248
223,12,12,468.29712426005005,313.4930563639458,5.092326805466851,4.439357572039868,0.6991098164855305,0.33403184075173004,5.233139281964294,4.127977175312359,7.041959688351184,0.8200456488234631,0.5004479400052437,5.070171649362107,0.493593835615175,298.4683022163926,38.82857154591898,-80.67349531762906,1248
224,12,12,468.29712426005005,313.4930563639458,5.092326805466851,4.439357572039868,0.6991098164855305,0.33403184075173004,5.233139281964294,4.127977175312359,7.041959688351184,0.8200456488234631,0.5004479400052437,5.070171649362107,0.493593835615175,298.4683022163926,38.82857154591898,-80.67349531762906,1248
225,12,12,468.29712426005005,313.4930563639458,5.092326805466851,4.439357572039868,0.6991098164855305,0.33403184075173004,5.233139281964294,4.127977175312359,7.041959688351184,0.8200456488234631,0.5004479400052437,5.070171649362107,0.493593835615175,298.4683022163926,38.82857154591898,-80.67349531762906,1248
226,12,12,468.29712426005005,313.4930563639458,5.092326805466851,4.439357572039868,0.6991098164855305,0.33403184075173004,5.233139281964294,4.127977175312359,7.041959688351184,0.8200456488234631,0.5004479400052437,5.070171649362107,0.493593835615175,298.4683022163926,38.82857154591898,-80.67349531762906,1248
227,12,12,468.29712426005005,313.4930563639458,5.092326805466851,4.439357572039868,0.6991098164855305,0.33403184075173004,5.233139281964294,4.127977175312359,7.041959688351184,0.8200456488234631,0.5004479400052437,5.070171649362107,0.493593835615175,298.4683022163926,38.82857154591898,-80.67349531762906,1248
228,12,12,468.29712426005005,313.4930563639458,5.092326805466851,4.439357572039868,0.6991098164855305,0.33403184075173004,5.233139281964294,4.127977175312359,7.041959688351184,0.8200456488234631,0.5004479400052437,5.070171649362107,0.493593835615175,298.4683022163926,38.82857154591898,-80.67349531762906,1248
229,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
230,12,12,468.29712426005005,313.4930563639458,5.092326805466851,4.439357572039868,0.6991098164855305,0.33403184075173004,5.233139281964294,4.127977175312359,7.041959688351184,0.8200456488234631,0.5004479400052437,5.070171649362107,0.493593835615175,298.4683022163926,38.82857154591898,-80.67349531762906,1248
231,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
232,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
233,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
234,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
235,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
236,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
237,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
238,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
239,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
240,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
241,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
242,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
243,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
244,12,12,468.29712426005005,313.4930563639458,5.092326805466851,4.439357572039868,0.6991098164855305,0.33403184075173004,5.233139281964294,4.127977175312359,7.041959688351184,0.8200456488234631,0.5004479400052437,5.070171649362107,0.493593835615175,298.4683022163926,38.82857154591898,-80.67349531762906,1248
245,12,12,468.29712426005005,313.4930563639458,5.092326805466851,4.439357572039868,0.6991098164855305,0.33403184075173004,5.233139281964294,4.127977175312359,7.041959688351184,0.8200456488234631,0.5004479400052437,5.070171649362107,0.493593835615175,298.4683022163926,38.82857154591898,-80.67349531762906,1248
246,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
247,12,12,468.29712426005005,313.4930563639458,5.092326805466851,4.439357572039868,0.6991098164855305,0.33403184075173004,5.233139281964294,4.127977175312359,7.041959688351184,0.8200456488234631,0.5004479400052437,5.070171649362107,0.493593835615175,298.4683022163926,38.82857154591898,-80.67349531762906,1248
248,12,12,468.29712426005005,313.4930563639458,5.092326805466851,4.439357572039868,0.6991098164855305,0.33403184075173004,5.233139281964294,4.127977175312359,7.041959688351184,0.8200456488234631,0.5004479400052437,5.070171649362107,0.493593835615175,298.4683022163926,38.82857154591898,-80.67349531762906,1248
249,12,12,468.29712426005005,313.4930563639458,5.092326805466851,4.439357572039868,0.6991098164855305,0.33403184075173004,5.233139281964294,4.127977175312359,7.041959688351184,0.8200456488234631,0.5004479400052437,5.070171649362107,0.493593835615175,298.4683022163926,38.82857154591898,-80.67349531762906,1248
250,12,12,468.29712426005005,313.4930563639458,5.092326805466851,4.439357572039868,0.6991098164855305,0.33403184075173004,5.233139281964294,4.127977175312359,7.041959688351184,0.8200456488234631,0.5004479400052437,5.070171649362107,0.493593835615175,298.4683022163926,38.82857154591898,-80.67349531762906,1248
251,12,12,468.29712426005005,313.4930563639458,5.092326805466851,4.439357572039868,0.6991098164855305,0.33403184075173004,5.233139281964294,4.127977175312359,7.041959688351184,0.8200456488234631,0.5004479400052437,5.070171649362107,0.493593835615175,298.4683022163926,38.82857154591898,-80.67349531762906,1248
252,12,12,468.29712426005005,313.4930563639458,5.092326805466851,4.439357572039868,0.6991098164855305,0.33403184075173004,5.233139281964294,4.127977175312359,7.041959688351184,0.8200456488234631,0.5004479400052437,5.070171649362107,0.493593835615175,298.4683022163926,38.82857154591898,-80.67349531762906,1248
253,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
254,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
255,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
256,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
257,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
258,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
259,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
260,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
261,12,12,468.29712426005005,313.4930563639458,5.092326805466851,4.439357572039868,0.6991098164855305,0.33403184075173004,5.233139281964294,4.127977175312359,7.041959688351184,0.8200456488234631,0.5004479400052437,5.070171649362107,0.493593835615175,298.4683022163926,38.82857154591898,-80.67349531762906,1248
262,12,12,468.29712426005005,313.4930563639458,5.092326805466851,4.439357572039868,0.6991098164855305,0.33403184075173004,5.233139281964294,4.127977175312359,7.041959688351184,0.8200456488234631,0.5004479400052437,5.070171649362107,0.493593835615175,298.4683022163926,38.82857154591898,-80.67349531762906,1248
263,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
264,12,12,468.29712426005005,313.4930563639458,5.092326805466851,4.439357572039868,0.6991098164855305,0.33403184075173004,5.233139281964294,4.127977175312359,7.041959688351184,0.8200456488234631,0.5004479400052437,5.070171649362107,0.493593835615175,298.4683022163926,38.82857154591898,-80.67349531762906,1248
265,12,12,468.29712426005005,313.4930563639458,5.092326805466851,4.439357572039868,0.6991098164855305,0.33403184075173004,5.233139281964294,4.127977175312359,7.041959688351184,0.8200456488234631,0.5004479400052437,5.070171649362107,0.493593835615175,298.4683022163926,38.82857154591898,-80.67349531762906,1248
266,12,12,468.29712426005005,313.4930563639458,5.092326805466851,4.439357572039868,0.6991098164855305,0.33403184075173004,5.233139281964294,4.127977175312359,7.041959688351184,0.8200456488234631,0.5004479400052437,5.070171649362107,0.493593835615175,298.4683022163926,38.82857154591898,-80.67349531762906,1248
267,7,9,454.8459909450616,308.5314682899326,5.325993640844181,4.618977215948399,0.6983868175688868,0.32886330201321745,5.101739775248733,4.20655821757109,7.064940697330702,0.797203991241589,0.5005641297748499,4.991127517970319,0.5084446630093518,292.4090911278009,47.03376196827893,-97.73413705183754,1149
268,6,7,449.23772730691644,310.8416003805902,5.100252438638259,4.48677475229249,0.7066133357761494,0.3180825491560147,5.223901136162391,4.138276497293354,7.148643866172549,0.8119443478412681,0.4820697921083634,4.993508590965635,0.5037222350695029,287.514177754468,31.62629512674764,-102.9211416063484,1490
269,12,12,468.29712426005005,313.4930563639458,5.092326805466851,4.439357572039868,0.6991098164855305,0.33403184075173004,5.233139281964294,4.127977175312359,7.041959688351184,0.8200456488234631,0.5004479400052437,5.070171649362107,0.493593835615175,298.4683022163926,38.82857154591898,-80.67349531762906,1248
270,2,4,469.33945591986287,309.5697898451057,5.258421310898424,4.550266073238555,0.6971249570403627,0.3244558476544166,5.04246440432027,4.159735611034609,6.90075946076044,0.7979837699206999,0.49212137746334383,5.105869710015667,0.48699629311904713,302.59994384737524,39.39379154485751,-116.40498683036279,1470
271,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
272,5,2,437.22750748284267,309.80964629220125,5.217698330821205,4.4646883302190306,0.7059296070947279,0.3188773228153594,5.3115667407341265,4.100643630957712,7.174807504672788,0.795406105635623,0.504638409927769,5.041253696190719,0.49645291828618265,291.66188590645487,39.24994882610624,-103.61754337472698,1069
273,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
274,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
275,12,12,468.29712426005005,313.4930563639458,5.092326805466851,4.439357572039868,0.6991098164855305,0.33403184075173004,5.233139281964294,4.127977175312359,7.041959688351184,0.8200456488234631,0.5004479400052437,5.070171649362107,0.493593835615175,298.4683022163926,38.82857154591898,-80.67349531762906,1248
276,16,11,455.6839499545906,312.81369207570674,5.215704061743695,4.522108166054133,0.688729064470847,0.32874310618040337,5.09694038575074,4.1740677817064435,6.909604365461317,0.8038026741747084,0.49407681074920484,4.914685064810677,0.5112435979434254,307.07811649179683,47.41499354762121,-71.49360657953297,2892
277,16,11,455.6839499545906,312.81369207570674,5.215704061743695,4.522108166054133,0.688729064470847,0.32874310618040337,5.09694038575074,4.1740677817064435,6.909604365461317,0.8038026741747084,0.49407681074920484,4.914685064810677,0.5112435979434254,307.07811649179683,47.41499354762121,-71.49360657953297,2892
278,16,11,455.6839499545906,312.81369207570674,5.215704061743695,4.522108166054133,0.688729064470847,0.32874310618040337,5.09694038575074,4.1740677817064435,6.909604365461317,0.8038026741747084,0.49407681074920484,4.914685064810677,0.5112435979434254,307.07811649179683,47.41499354762121,-71.49360657953297,2892
279,16,11,455.6839499545906,312.81369207570674,5.215704061743695,4.522108166054133,0.688729064470847,0.32874310618040337,5.09694038575074,4.1740677817064435,6.909604365461317,0.8038026741747084,0.49407681074920484,4.914685064810677,0.5112435979434254,307.07811649179683,47.41499354762121,-71.49360657953297,2892
280,16,11,455.6839499545906,312.81369207570674,5.215704061743695,4.522108166054133,0.688729064470847,0.32874310618040337,5.09694038575074,4.1740677817064435,6.909604365461317,0.8038026741747084,0.49407681074920484,4.914685064810677,0.5112435979434254,307.07811649179683,47.41499354762121,-71.49360657953297,2892
281,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
282,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
283,16,11,455.6839499545906,312.81369207570674,5.215704061743695,4.522108166054133,0.688729064470847,0.32874310618040337,5.09694038575074,4.1740677817064435,6.909604365461317,0.8038026741747084,0.49407681074920484,4.914685064810677,0.5112435979434254,307.07811649179683,47.41499354762121,-71.49360657953297,2892
284,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
285,16,11,455.6839499545906,312.81369207570674,5.215704061743695,4.522108166054133,0.688729064470847,0.32874310618040337,5.09694038575074,4.1740677817064435,6.909604365461317,0.8038026741747084,0.49407681074920484,4.914685064810677,0.5112435979434254,307.07811649179683,47.41499354762121,-71.49360657953297,2892
286,14,3,465.5528694031122,312.3540032043619,5.297173211410635,4.583739596855626,0.6983271151191909,0.3228911248561751,5.146613014104534,4.1534160906995,6.970914820909077,0.8037208641349533,0.4981372400949023,4.943884617489828,0.49305124943977896,289.4690066612098,31.57180724369894,-77.94002801841272,2069
287,3,15,449.92734513889627,307.29735214395487,5.195670615829447,4.549105010991367,0.6903849905601129,0.3302528472103761,5.205758871661622,4.109414787008911,7.041896174165489,0.8124494317438081,0.49914630424071454,4.979014739362158,0.4940222655689714,309.28374512649856,32.107983061712694,-110.99711935263818,1695
288,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
289,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
290,4,14,456.34436870524775,308.2366351192471,5.093510423499005,4.451186045771509,0.7042293781764576,0.32333228917120954,5.245020571506468,4.116159993183627,6.8346008787659915,0.787195827391792,0.5187145583772762,5.109633249644481,0.5189403187011217,293.6441033116342,46.801293580585785,-107.9120957707863,1194
291,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
292,16,11,455.6839499545906,312.81369207570674,5.215704061743695,4.522108166054133,0.688729064470847,0.32874310618040337,5.09694038575074,4.1740677817064435,6.909604365461317,0.8038026741747084,0.49407681074920484,4.914685064810677,0.5112435979434254,307.07811649179683,47.41499354762121,-71.49360657953297,2892
293,11,10,468.11013996006545,311.8485571124146,5.376165682360888,4.648662847928127,0.6955645571588907,0.326111604411002,5.049646374256183,4.197556263689164,6.978171449780422,0.8017657674484153,0.5039501472221006,4.852790803123955,0.4825558177818189,296.94308557868914,31.845434714561137,-86.23552925541667,1824
294,0,5,461.06287383277305,316.0657685953616,5.202010356752869,4.502925545295869,0.7099980017343098,0.3188152017627239,5.155757843722569,4.198933300218732,6.960431323058766,0.8087738156285962,0.5117951984123028,5.103523901815684,0.5023148660549124,301.2781637217409,31.619411105303094,-118.00300438338726,2108
295,16,11,455.6839499545906,312.81369207570674,5.215704061743695,4.522108166054133,0.688729064470847,0.32874310618040337,5.09694038575074,4.1740677817064435,6.909604365461317,0.8038026741747084,0.49407681074920484,4.914685064810677,0.5112435979434254,307.07811649179683,47.41499354762121,-71.49360657953297,2892
