store_id,product_id,qty,cost,reason_codes
134,600,0.87,63.37,['high_delay_probability']
154,578,3.83,279.94,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
147,691,23.85,1742.2,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
188,500,4.51,329.57,"['high_demand_variability', 'high_delay_probability']"
154,596,6.24,455.63,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
187,117,10.44,762.93,['high_delay_probability']
154,834,4.31,314.51,"['high_demand_variability', 'high_delay_probability']"
182,11,2.36,172.06,['high_delay_probability']
196,193,0.91,66.28,['high_delay_probability']
145,129,9.32,680.88,"['manufacture_to_avoid_stockout', 'high_demand_variability', 'high_delay_probability']"
147,300,13.61,994.19,['high_delay_probability']
131,194,9.19,671.26,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
18,6,12.05,880.18,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
187,638,7.95,580.79,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
29,201,0.92,67.0,['high_delay_probability']
74,599,4.98,363.89,['high_delay_probability']
196,296,3.67,268.39,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
131,486,2.66,194.27,['high_delay_probability']
46,775,10.9,795.95,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
188,212,1.14,83.29,['high_delay_probability']
60,682,3.18,232.32,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
196,314,8.88,648.83,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
60,691,30.05,2194.89,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
46,802,18.35,1340.42,"['manufacture_to_avoid_stockout', 'safety_stock_violation_prevented', 'high_demand_variability', 'high_delay_probability']"
182,397,6.16,450.16,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
18,554,13.74,1003.63,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
188,715,1.53,112.03,['high_delay_probability']
182,644,5.59,408.12,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
147,21,6.14,448.45,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
188,486,10.41,760.64,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
60,300,17.22,1258.16,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
182,6,10.61,775.38,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
181,190,2.56,186.93,['high_delay_probability']
29,578,4.58,334.65,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
154,600,5.86,428.27,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
134,631,6.78,495.53,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
29,596,2.54,185.92,['high_delay_probability']
29,834,7.21,526.81,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
188,580,13.63,995.79,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
196,682,1.63,119.34,['high_delay_probability']
131,207,4.51,329.6,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
196,691,14.08,1028.3,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
18,19,2.72,198.97,['high_delay_probability']
187,215,19.18,1401.07,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
147,578,3.62,264.68,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
182,783,5.82,425.1,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
182,127,1.75,128.03,['high_delay_probability']
196,300,9.74,711.9,['high_delay_probability']
29,699,1.62,118.39,['high_delay_probability']
147,834,19.63,1433.9,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
74,194,8.5,621.23,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
18,122,15.7,1146.65,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
18,549,0.66,48.54,['high_delay_probability']
134,599,3.52,257.27,"['manufacture_to_avoid_stockout', 'high_demand_variability', 'high_delay_probability']"
151,166,26.15,1910.56,"['manufacture_to_avoid_stockout', 'safety_stock_violation_prevented', 'high_delay_probability']"
18,140,5.74,419.13,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
74,41,6.08,443.96,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
134,190,0.62,45.49,['high_delay_probability']
74,715,6.16,450.13,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
46,644,4.6,335.75,['high_delay_probability']
151,422,3.73,272.27,['high_delay_probability']
187,345,2.08,152.11,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
145,775,9.02,658.96,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
151,4,15.41,1125.41,"['safety_stock_violation_prevented', 'high_demand_variability', 'high_delay_probability']"
182,19,3.77,275.69,['high_delay_probability']
147,290,2.3,167.91,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
188,90,16.21,1183.95,"['manufacture_to_avoid_stockout', 'safety_stock_violation_prevented', 'high_delay_probability']"
46,6,8.88,648.74,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
131,193,1.01,73.87,['high_delay_probability']
46,500,4.63,338.46,"['manufacture_to_avoid_stockout', 'safety_stock_violation_prevented', 'high_demand_variability', 'high_delay_probability']"
181,41,3.91,285.81,['high_delay_probability']
145,631,3.48,254.35,['high_delay_probability']
18,23,11.38,831.27,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
182,769,11.27,823.63,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
182,122,9.58,700.01,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
131,296,2.65,193.76,['high_delay_probability']
46,783,5.98,436.95,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
182,387,8.79,641.8,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
154,554,5.56,406.54,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
182,396,8.9,649.89,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
181,580,5.66,413.56,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
183,370,3.77,275.15,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
1,631,3.8,277.32,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
183,379,12.93,944.62,"['manufacture_to_avoid_stockout', 'safety_stock_violation_prevented', 'high_delay_probability']"
196,834,21.94,1603.03,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
60,775,3.12,227.83,['high_delay_probability']
188,76,0.26,18.67,"['high_demand_variability', 'high_delay_probability']"
74,719,2.37,172.94,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
118,240,9.65,705.22,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
118,478,9.16,669.48,"['manufacture_to_avoid_stockout', 'safety_stock_violation_prevented', 'high_delay_probability']"
183,635,5.5,401.55,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
187,596,15.87,1159.12,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
18,638,5.86,428.02,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
188,314,8.58,627.0,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
46,486,13.53,988.41,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
134,41,5.41,395.34,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
154,19,4.98,364.06,['high_delay_probability']
196,699,6.88,502.82,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
131,26,1.72,125.82,['high_delay_probability']
181,292,3.04,222.25,['high_delay_probability']
194,500,4.66,340.77,"['high_demand_variability', 'high_delay_probability']"
147,150,1.03,74.95,['high_delay_probability']
182,117,6.43,469.57,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
196,290,5.69,415.53,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
46,104,13.36,976.22,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
46,769,5.37,392.56,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
74,422,5.55,405.35,"['manufacture_to_avoid_stockout', 'safety_stock_violation_prevented', 'high_demand_variability', 'high_delay_probability']"
46,351,1.84,134.07,['high_delay_probability']
131,300,25.08,1832.19,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
188,682,1.56,114.27,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
46,122,4.71,343.87,['high_delay_probability']
187,70,20.15,1472.26,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
134,580,8.18,597.31,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
196,802,15.88,1159.97,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
1,190,3.3,241.34,['high_delay_probability']
147,6,9.67,706.14,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
182,638,5.36,391.35,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
188,291,1.22,89.2,['high_delay_probability']
181,166,14.15,1033.46,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
29,554,7.7,562.75,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
188,300,35.98,2628.12,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
183,194,13.36,976.32,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
181,422,3.44,251.45,"['high_demand_variability', 'high_delay_probability']"
29,810,1.62,118.68,['high_delay_probability']
74,296,7.7,562.61,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
181,4,12.31,898.94,"['high_demand_variability', 'high_delay_probability']"
60,379,9.9,723.46,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
147,774,5.65,413.03,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
147,783,4.4,321.47,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
18,4,1.92,139.91,"['high_demand_variability', 'high_delay_probability']"
147,127,5.59,408.55,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
60,635,7.02,512.89,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
145,194,9.95,726.72,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
131,686,1.67,121.83,['high_delay_probability']
183,486,11.0,803.51,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
194,486,6.11,446.03,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
29,19,5.37,392.07,['high_delay_probability']
147,810,2.42,177.0,['high_delay_probability']
154,41,8.08,589.92,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
181,296,0.37,27.12,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
194,77,5.01,366.13,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
60,6,0.15,11.1,['high_delay_probability']
74,426,4.6,336.04,"['high_demand_variability', 'high_delay_probability']"
194,104,31.37,2291.4,"['manufacture_to_avoid_stockout', 'safety_stock_violation_prevented', 'high_delay_probability']"
183,580,12.65,924.34,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
194,580,20.49,1496.5,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
60,500,2.72,198.81,"['high_demand_variability', 'high_delay_probability']"
145,486,10.56,771.3,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
74,682,4.74,346.61,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
134,166,14.94,1091.77,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
29,122,15.09,1102.31,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
182,215,21.93,1601.74,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
131,578,4.33,316.6,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
29,796,10.38,757.95,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
134,422,4.21,307.9,"['high_demand_variability', 'high_delay_probability']"
74,291,5.86,428.39,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
60,783,3.69,269.39,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
194,207,7.2,525.99,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
131,834,11.39,832.36,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
60,127,3.62,264.26,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
74,300,43.28,3161.41,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
118,486,2.59,189.43,['high_delay_probability']
145,580,12.25,895.17,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
147,104,20.45,1494.12,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
118,77,3.36,245.68,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
181,26,3.75,274.14,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
188,578,2.12,155.18,['high_delay_probability']
147,122,5.32,388.69,['high_delay_probability']
183,481,11.04,806.74,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
188,834,18.15,1325.69,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
147,140,6.39,466.96,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
145,207,3.62,264.36,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
118,580,20.68,1510.86,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
194,310,1.06,77.39,['high_delay_probability']
29,23,6.73,491.59,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
147,387,1.7,124.06,['high_delay_probability']
151,110,1.21,88.13,['high_delay_probability']
151,775,3.16,230.62,['high_delay_probability']
194,90,8.28,604.64,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
154,292,12.4,905.96,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
196,774,6.31,461.02,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
60,486,5.99,437.33,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
181,129,14.87,1086.36,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
196,783,2.38,174.23,['high_delay_probability']
145,481,6.81,497.35,['high_delay_probability']
74,21,5.9,431.09,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
74,686,0.34,24.89,['high_delay_probability']
187,554,4.36,318.23,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
29,117,18.53,1353.35,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
131,802,22.21,1622.39,"['manufacture_to_avoid_stockout', 'safety_stock_violation_prevented', 'high_delay_probability']"
151,631,0.46,33.88,['high_delay_probability']
188,290,11.55,843.68,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
60,104,15.49,1131.49,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
183,193,5.15,376.33,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
46,215,31.56,2305.81,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
60,122,14.13,1032.22,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
131,411,6.43,469.83,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
151,240,5.94,434.02,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
147,99,5.23,381.95,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
154,422,3.57,260.52,['high_delay_probability']
1,292,4.17,304.3,['high_delay_probability']
18,223,8.54,624.23,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
29,638,0.2,14.52,['high_delay_probability']
134,26,2.09,152.79,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
134,691,4.08,298.03,['high_delay_probability']
154,4,10.48,765.67,"['high_demand_variability', 'high_delay_probability']"
60,387,2.04,148.74,['high_delay_probability']
46,489,9.86,720.37,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
181,21,2.64,193.1,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
182,84,3.34,244.06,['high_delay_probability']
182,740,9.91,723.86,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
60,634,1.05,76.77,['high_delay_probability']
74,151,0.8,58.64,['high_delay_probability']
134,300,13.74,1003.9,['high_delay_probability']
18,70,46.97,3431.25,"['manufacture_to_avoid_stockout', 'safety_stock_violation_prevented', 'high_delay_probability']"
183,314,7.57,553.33,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
196,104,11.83,864.17,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
182,596,5.94,433.58,['high_delay_probability']
196,769,2.89,211.13,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
46,345,1.47,107.46,['high_delay_probability']
147,638,3.84,280.17,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
1,166,20.11,1469.34,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
196,122,7.0,511.19,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
118,193,8.97,655.13,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
145,58,6.41,468.09,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
145,296,3.43,250.35,['high_delay_probability']
1,422,3.3,241.44,"['high_demand_variability', 'high_delay_probability']"
196,387,2.59,188.87,['high_delay_probability']
18,600,3.19,233.22,['high_delay_probability']
151,635,4.5,328.76,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
46,201,1.33,97.15,['high_delay_probability']
187,567,1.12,81.46,['high_delay_probability']
46,439,15.52,1133.81,"['manufacture_to_avoid_stockout', 'safety_stock_violation_prevented', 'high_delay_probability']"
183,426,8.79,642.24,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
194,426,4.34,316.99,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
60,117,21.59,1577.45,"['manufacture_to_avoid_stockout', 'safety_stock_violation_prevented', 'high_delay_probability']"
131,644,9.4,686.62,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
183,682,4.54,331.76,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
74,775,10.52,768.81,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
118,296,6.07,443.19,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
134,21,7.96,581.29,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
182,70,13.66,997.59,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
183,691,14.34,1047.59,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
1,296,8.09,590.78,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
131,6,5.32,388.96,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
151,500,4.4,321.2,"['high_demand_variability', 'high_delay_probability']"
74,802,32.7,2388.67,"['manufacture_to_avoid_stockout', 'safety_stock_violation_prevented', 'high_delay_probability']"
183,291,1.21,88.26,['high_delay_probability']
29,4,7.06,515.67,"['high_demand_variability', 'high_delay_probability']"
60,638,0.93,67.69,['high_delay_probability']
183,300,2.44,177.99,['high_delay_probability']
188,644,5.41,394.94,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
187,23,7.33,535.3,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
194,71,4.44,324.61,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
194,300,15.59,1139.12,['high_delay_probability']
145,26,4.93,360.15,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
145,691,1.59,116.16,['high_delay_probability']
181,775,0.89,64.89,['high_delay_probability']
188,6,5.94,433.58,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
46,578,3.64,266.16,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
196,631,6.26,457.67,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
196,117,12.31,898.98,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
147,215,2.45,178.68,['high_delay_probability']
131,774,5.57,406.88,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
118,426,6.02,439.82,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
46,834,25.46,1859.57,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
131,783,3.89,284.03,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
145,291,1.26,91.76,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
145,300,53.9,3937.87,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
154,129,16.3,1190.74,"['manufacture_to_avoid_stockout', 'safety_stock_violation_prevented', 'high_demand_variability', 'high_delay_probability']"
118,26,1.75,127.91,['high_delay_probability']
147,489,3.97,290.35,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
196,629,1.29,94.1,['high_delay_probability']
187,144,25.51,1863.67,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
196,638,8.58,626.56,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
1,26,3.47,253.77,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
188,774,4.82,352.25,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
1,691,7.47,545.74,['high_delay_probability']
188,118,4.94,360.65,['high_delay_probability']
188,783,7.08,517.21,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
151,468,7.33,535.26,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
188,127,2.63,192.32,['high_delay_probability']
194,21,4.11,300.04,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
181,240,11.1,811.06,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
1,291,6.37,465.61,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
151,486,9.6,701.22,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
188,810,6.01,438.69,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
46,290,7.64,558.11,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
1,300,2.47,180.64,['high_delay_probability']
29,219,2.93,213.95,['high_delay_probability']
29,228,0.43,31.44,['high_delay_probability']
151,77,6.86,501.02,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
46,70,24.91,1819.76,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
147,363,5.02,366.77,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
60,215,5.72,417.51,['high_delay_probability']
134,775,10.6,774.36,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
151,580,8.64,631.49,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
74,644,6.28,458.53,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
147,201,2.45,178.69,['high_delay_probability']
181,114,3.09,225.73,['high_delay_probability']
29,740,1.99,145.08,['high_delay_probability']
131,104,18.94,1383.85,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
188,19,11.51,841.0,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
60,489,0.45,32.72,['high_delay_probability']
147,219,3.25,237.52,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
74,6,7.15,522.02,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
187,292,3.77,275.34,['high_delay_probability']
131,122,2.81,205.24,['high_delay_probability']
183,834,18.94,1383.66,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
194,834,13.73,1003.35,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
18,599,8.08,590.43,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
74,500,7.03,513.92,"['manufacture_to_avoid_stockout', 'safety_stock_violation_prevented', 'high_demand_variability', 'high_delay_probability']"
118,21,3.97,289.79,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
151,207,5.73,418.78,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
188,104,17.94,1310.84,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
188,769,4.17,304.33,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
18,190,0.04,3.06,['high_delay_probability']
196,215,19.21,1403.21,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
188,122,14.15,1033.36,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
134,240,3.33,242.96,['high_delay_probability']
134,11,0.12,8.81,['high_delay_probability']
60,363,4.25,310.6,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
74,774,6.97,509.52,"['manufacture_to_avoid_stockout', 'safety_stock_violation_prevented', 'high_delay_probability']"
74,783,4.23,308.76,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
145,834,22.52,1644.8,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
74,127,4.0,292.45,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
187,422,7.65,559.12,"['manufacture_to_avoid_stockout', 'safety_stock_violation_prevented', 'high_demand_variability', 'high_delay_probability']"
181,500,5.65,412.47,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
182,554,6.96,508.71,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
60,201,3.04,222.19,['high_delay_probability']
147,596,6.79,496.33,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
183,290,1.64,120.06,['high_delay_probability']
182,810,5.69,415.98,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
134,114,2.62,191.69,['high_delay_probability']
196,345,3.86,281.86,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
183,802,22.83,1667.44,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
134,370,7.22,527.35,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
194,802,20.65,1508.62,"['manufacture_to_avoid_stockout', 'safety_stock_violation_prevented', 'high_delay_probability']"
147,223,3.24,236.65,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
131,117,3.64,265.93,['high_delay_probability']
196,363,3.5,256.01,['high_delay_probability']
60,740,3.52,257.29,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
74,486,2.11,154.34,['high_delay_probability']
194,411,9.88,721.51,"['manufacture_to_avoid_stockout', 'safety_stock_violation_prevented', 'high_delay_probability']"
29,600,6.61,482.77,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
147,70,17.21,1257.5,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
60,578,7.22,527.75,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
131,629,1.24,90.25,['high_delay_probability']
145,802,4.88,356.29,"['high_demand_variability', 'high_delay_probability']"
188,117,12.75,931.29,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
131,638,3.39,247.8,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
74,104,23.95,1749.49,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
134,6,4.85,354.33,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
60,596,9.42,688.0,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
74,769,12.48,911.5,"['manufacture_to_avoid_stockout', 'safety_stock_violation_prevented', 'high_delay_probability']"
60,834,9.26,676.46,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
118,290,6.27,458.01,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
1,290,8.12,593.2,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
74,122,7.5,547.63,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
181,486,2.36,172.37,['high_delay_probability']
134,500,8.91,651.08,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
145,411,10.68,780.17,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
1,775,8.03,586.92,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
181,77,4.39,320.49,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
188,638,8.37,611.49,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
196,740,1.4,102.05,['high_delay_probability']
118,802,17.69,1292.37,"['manufacture_to_avoid_stockout', 'safety_stock_violation_prevented', 'high_demand_variability', 'high_delay_probability']"
145,11,0.71,52.07,['high_delay_probability']
181,104,24.49,1789.08,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
134,783,7.53,549.83,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
134,127,0.38,27.92,['high_delay_probability']
187,419,14.03,1024.83,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
182,185,7.16,523.23,['high_delay_probability']
196,596,10.37,757.24,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
60,70,0.05,3.84,['high_delay_probability']
18,580,21.95,1603.43,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
183,644,5.82,424.92,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
194,644,3.24,236.74,['high_delay_probability']
46,666,17.64,1288.97,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
46,19,14.55,1062.95,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
151,691,10.45,763.25,"['manufacture_to_avoid_stockout', 'high_delay_probability']"
